,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
2660,IN,69.0,area_code_408,no,no,0.0,185.3,91.0,31.5,219.1,88.0,18.62,243.6,107,10.96,5.5,5.0,1.49,0.0,no
2661,UT,68.0,area_code_415,no,no,0.0,162.1,86.0,27.56,155.0,86.0,13.18,189.7,87,8.54,11.0,9.0,2.97,5.0,yes
2662,IA,-92.0,area_code_510,no,yes,25.0,134.0,112.0,22.78,206.0,111.0,17.51,180.6,118,8.13,9.7,4.0,2.62,0.0,no
2663,NC,127.0,area_code_510,no,no,0.0,134.9,79.0,22.93,221.5,114.0,18.83,113.8,118,5.12,15.0,2.0,4.05,1.0,no
2664,NM,63.0,area_code_510,no,no,0.0,207.6,96.0,35.29,229.0,112.0,19.47,162.6,131,7.32,13.3,2.0,3.59,1.0,no
2665,IN,129.0,area_code_415,no,no,0.0,137.8,120.0,23.43,225.8,110.0,19.19,145.2,95,6.53,10.2,6.0,2.75,1.0,yes
2666,DE,64.0,area_code_415,no,yes,27.0,201.3,101.0,34.22,143.8,89.0,12.22,150.2,127,6.76,12.3,3.0,3.32,1.0,no
2667,MN,30.0,area_code_408,no,no,0.0,54.0,68.0,9.18,179.3,96.0,15.24,247.2,101,11.12,10.2,8.0,2.75,1.0,no
2668,ID,,area_code_415,no,no,0.0,124.8,133.0,21.22,157.3,143.0,13.37,199.3,72,8.97,8.6,4.0,2.32,2.0,no
2669,OK,116.0,area_code_510,no,no,0.0,205.0,90.0,34.85,140.9,114.0,11.98,272.6,96,12.27,7.5,4.0,2.03,2.0,no
2670,UT,90.0,area_code_415,no,no,0.0,2103.8,128.0,44.51,1152.6,104.0,18.75,136.6,91,6.15,9.6,5.0,2.59,1.0,no
2671,MN,13.0,area_code_510,no,yes,21.0,315.6,105.0,53.65,208.9,71.0,17.76,260.1,123,11.7,12.1,3.0,3.27,3.0,no
2672,VA,68.0,area_code_408,yes,no,0.0,148.5,126.0,25.25,219.4,125.0,18.65,198.5,121,8.93,14.5,7.0,3.92,1.0,yes
2673,WV,191.0,area_code_408,no,no,0.0,162.0,104.0,27.54,241.2,120.0,20.5,210.4,83,9.47,10.9,7.0,2.94,1.0,no
2674,NJ,75.0,area_code_415,no,yes,42.0,248.9,93.0,42.31,170.8,108.0,14.52,104.5,91,4.7,11.2,8.0,3.02,1.0,no
2675,WV,80.0,area_code_415,no,yes,38.0,236.6,69.0,40.22,197.5,68.0,16.79,209.5,102,9.43,9.5,10.0,2.57,2.0,no
2676,NY,148.0,area_code_408,no,no,0.0,2060.8,120.0,35.43,1106.4,99.0,14.82,310.7,105,13.98,11.2,4.0,3.02,1.0,no
2677,OH,169.0,area_code_408,no,no,0.0,147.2,115.0,25.02,161.9,123.0,13.76,142.1,103,6.39,7.2,6.0,1.94,3.0,no
2678,AZ,140.0,area_code_408,no,no,0.0,2003.9,134.0,25.47,1096.4,98.0,13.97,294.7,124,13.26,8.1,2.0,2.19,1.0,no
2679,AL,118.0,area_code_510,yes,no,0.0,223.4,98.0,37.98,220.6,101.0,18.75,203.9,118,9.18,6.3,6.0,1.7,0.0,no
2680,VA,117.0,area_code_408,no,no,0.0,97.1,98.0,16.51,228.0,131.0,19.38,240.0,111,10.8,10.6,3.0,2.86,1.0,no
2681,SD,20.0,area_code_415,no,yes,35.0,171.5,98.0,29.16,153.1,127.0,13.01,165.6,125,7.45,7.1,3.0,1.92,0.0,no
2682,IA,152.0,area_code_415,no,no,0.0,206.3,98.0,35.07,292.8,82.0,24.89,43.7,121,1.97,10.6,4.0,2.86,1.0,no
2683,ID,88.0,area_code_415,no,yes,-8.0,181.6,91.0,30.87,213.2,120.0,18.12,207.8,104,9.35,11.4,4.0,3.08,1.0,no
2684,NM,182.0,area_code_415,no,no,0.0,69.1,114.0,11.75,230.3,109.0,19.58,256.7,96,11.55,6.5,4.0,1.76,0.0,no
2685,WI,107.0,area_code_408,no,no,0.0,134.0,104.0,22.78,174.5,94.0,14.83,311.1,79,14.0,7.3,3.0,1.97,3.0,no
2686,LA,,area_code_408,no,no,0.0,178.7,116.0,30.38,292.1,138.0,24.83,265.9,101,11.97,9.8,4.0,2.65,0.0,no
2687,MD,42.0,area_code_408,no,no,0.0,196.5,89.0,33.41,241.3,123.0,20.51,143.2,105,6.44,4.0,7.0,1.08,0.0,no
2688,TX,150.0,area_code_510,no,no,0.0,178.9,101.0,30.41,169.1,110.0,14.37,148.6,100,6.69,13.8,3.0,3.73,4.0,yes
2689,PA,69.0,area_code_415,no,no,0.0,228.2,70.0,38.79,263.7,80.0,22.41,142.6,60,6.42,10.7,5.0,2.89,3.0,no
2690,SC,102.0,area_code_408,no,no,0.0,2044.7,73.0,29.67,1145.7,114.0,18.16,164.7,116,7.41,10.3,5.0,2.78,4.0,no
2691,GA,122.0,area_code_510,yes,no,0.0,2032.6,101.0,23.8,1128.4,77.0,16.69,120.1,133,5.4,9.7,4.0,2.62,4.0,yes
2692,WY,76.0,area_code_415,no,no,0.0,2027.3,148.0,44.78,1162.3,69.0,19.58,170.6,101,7.68,11.4,5.0,3.08,1.0,yes
2693,UT,,area_code_510,no,no,,,,,,,,,63,,,,,,no
2694,MN,94.0,area_code_415,no,no,0.0,181.5,98.0,30.86,199.9,88.0,16.99,287.7,114,12.95,6.6,5.0,1.78,1.0,no
2695,WY,28.0,area_code_415,no,no,0.0,187.8,94.0,31.93,248.6,86.0,21.13,208.8,124,9.4,10.6,5.0,2.86,0.0,no
2696,NH,,area_code_415,no,yes,24.0,121.7,87.0,20.69,184.0,76.0,15.64,266.6,98,12.0,12.7,3.0,3.43,1.0,no
2697,AR,115.0,area_code_408,no,no,0.0,268.0,115.0,45.56,153.6,106.0,13.06,232.3,65,10.45,17.0,1.0,4.59,3.0,no
2698,GA,103.0,area_code_415,no,yes,28.0,121.0,105.0,20.57,270.4,100.0,22.98,160.5,76,7.22,7.7,4.0,2.08,2.0,no
2699,ME,105.0,area_code_408,no,no,0.0,2106.4,73.0,19.64,1199.3,83.0,22.72,114.2,90,5.14,13.3,5.0,3.59,3.0,no
2700,VT,,area_code_510,no,yes,,,,,,,,,145,,,,,,no
2701,IL,,area_code_415,no,no,0.0,207.0,112.0,35.19,173.8,96.0,14.77,178.4,61,8.03,12.1,3.0,3.27,1.0,no
2702,DE,89.0,area_code_510,yes,no,0.0,125.6,108.0,21.35,,90.0,18.11,181.7,108,8.18,5.4,5.0,1.46,1.0,no
2703,NY,112.0,area_code_415,no,yes,23.0,286.6,79.0,48.72,315.3,102.0,26.8,193.9,101,8.73,10.3,6.0,2.78,1.0,no
2704,NE,112.0,area_code_415,no,no,0.0,167.6,100.0,28.49,154.5,90.0,13.13,281.4,107,12.66,17.3,3.0,4.67,2.0,no
2705,AR,,area_code_415,yes,no,,,,,,,,,122,,,,,,yes
2706,ME,59.0,area_code_510,no,no,0.0,166.3,95.0,28.27,239.3,87.0,20.34,123.2,108,5.54,10.0,3.0,2.7,2.0,no
2707,OK,79.0,area_code_510,no,no,0.0,147.0,72.0,24.99,165.7,102.0,14.08,243.2,107,10.94,8.4,9.0,2.27,1.0,no
2708,NE,,area_code_415,no,no,,,,,,,,,106,,,,,,no
2709,ND,56.0,area_code_510,no,no,0.0,164.3,92.0,27.93,233.7,107.0,19.86,187.3,104,8.43,11.8,,3.19,2.0,no
2710,OR,166.0,area_code_510,no,no,-5.0,199.6,93.0,33.93,214.3,99.0,18.22,196.8,110,8.86,7.2,5.0,1.94,3.0,no
2711,MS,13.0,area_code_415,no,no,0.0,1992.1,133.0,51.54,1102.5,86.0,14.49,227.6,80,10.24,11.5,3.0,3.11,0.0,yes
2712,DE,2.0,area_code_415,yes,no,0.0,132.1,42.0,22.46,138.9,88.0,11.81,192.6,119,8.67,9.1,1.0,2.46,2.0,yes
2713,NY,120.0,area_code_510,no,yes,27.0,2051.0,115.0,21.85,1095.7,91.0,13.91,242.9,121,10.93,0.0,0.0,0.0,1.0,no
2714,MI,59.0,area_code_415,no,no,0.0,204.3,65.0,34.73,247.3,123.0,21.02,214.7,94,9.66,12.0,4.0,3.24,1.0,no
2715,VA,145.0,area_code_408,no,no,0.0,199.2,124.0,33.86,126.0,86.0,10.71,289.2,135,13.01,7.6,3.0,2.05,1.0,no
2716,ME,88.0,area_code_415,no,no,0.0,192.0,91.0,32.64,127.6,127.0,10.85,155.6,125,7.0,7.5,5.0,2.03,1.0,no
2717,WA,106.0,area_code_408,no,no,0.0,193.6,66.0,32.91,238.2,82.0,20.25,176.4,107,7.94,12.9,3.0,3.48,0.0,no
2718,KS,126.0,area_code_408,no,no,0.0,321.3,99.0,54.62,167.9,93.0,14.27,193.6,106,8.71,8.0,4.0,2.16,1.0,yes
2719,MA,121.0,area_code_510,no,yes,24.0,218.2,88.0,37.09,348.5,108.0,29.62,212.6,118,9.57,7.5,7.0,2.03,3.0,no
2720,KY,113.0,area_code_408,no,yes,20.0,157.8,83.0,26.83,161.5,56.0,13.73,271.5,100,12.22,8.7,2.0,2.35,5.0,yes
2721,VT,93.0,area_code_408,no,yes,32.0,138.1,91.0,23.48,167.3,72.0,14.22,238.9,115,10.75,6.8,3.0,1.84,2.0,no
2722,NY,160.0,area_code_408,no,no,0.0,216.8,77.0,36.86,207.3,117.0,17.62,228.6,117,10.29,5.6,2.0,1.51,1.0,no
2723,NM,,area_code_415,yes,no,0.0,256.5,87.0,43.61,222.1,101.0,18.88,156.7,122,7.05,13.0,3.0,3.51,1.0,no
2724,OH,68.0,area_code_510,no,no,0.0,143.6,80.0,24.41,134.3,65.0,11.42,215.6,84,9.7,15.5,5.0,4.19,2.0,no
2725,MA,69.0,area_code_510,no,no,0.0,1992.6,91.0,33.17,1193.5,57.0,22.23,203.8,90,9.17,11.4,5.0,3.08,0.0,no
2726,MT,94.0,area_code_510,no,no,0.0,163.5,136.0,27.8,143.7,111.0,12.21,253.4,82,11.4,12.6,5.0,3.4,1.0,no
2727,NJ,134.0,area_code_510,no,yes,34.0,247.2,105.0,42.02,225.5,133.0,19.17,186.3,76,8.38,6.1,5.0,1.65,2.0,yes
2728,IA,89.0,area_code_415,no,yes,35.0,2072.4,108.0,29.65,1128.7,100.0,16.72,127.4,74,5.73,11.8,3.0,3.19,1.0,no
2729,DC,,area_code_415,no,no,0.0,147.1,119.0,25.01,161.0,111.0,13.69,275.9,106,12.42,9.0,3.0,2.43,5.0,yes
2730,AR,76.0,area_code_408,no,no,0.0,107.3,140.0,18.24,238.2,133.0,20.25,271.8,116,12.23,10.0,3.0,2.7,4.0,yes
2731,HI,149.0,area_code_510,no,no,0.0,166.6,61.0,28.32,218.8,107.0,18.6,208.3,131,9.37,8.2,6.0,2.21,7.0,no
2732,MO,86.0,area_code_415,no,no,0.0,125.5,139.0,21.34,269.8,93.0,22.93,235.8,110,10.61,8.9,8.0,2.4,1.0,no
2733,ME,23.0,area_code_510,no,no,0.0,113.1,74.0,19.23,168.8,95.0,14.35,262.9,126,11.83,6.9,2.0,1.86,1.0,yes
2734,VA,128.0,area_code_415,no,no,0.0,216.0,111.0,36.72,153.7,115.0,13.06,227.0,74,10.22,12.7,4.0,3.43,1.0,no
2735,SD,119.0,area_code_510,no,no,0.0,94.2,108.0,16.01,264.1,100.0,22.45,203.7,79,9.17,7.3,3.0,1.97,1.0,no
2736,MT,,area_code_415,no,yes,22.0,252.9,112.0,42.99,177.9,99.0,15.12,158.4,146,7.13,8.5,4.0,2.3,3.0,no
2737,WA,,area_code_415,no,no,0.0,266.1,91.0,45.24,225.2,79.0,19.14,224.7,58,10.11,8.9,8.0,2.4,3.0,yes
2738,MS,107.0,area_code_510,yes,no,0.0,2083.9,104.0,46.5,1115.8,68.0,15.62,153.8,67,6.92,11.0,9.0,2.97,2.0,no
2739,NE,,area_code_415,no,no,0.0,189.1,105.0,32.15,246.1,147.0,20.92,242.0,106,10.89,10.4,5.0,2.81,1.0,yes
2740,VT,,area_code_510,yes,yes,,,,,,,,,67,,,,,,yes
2741,MO,120.0,area_code_415,no,yes,24.0,2050.0,73.0,36.16,1189.5,103.0,21.89,227.8,119,10.25,9.7,13.0,2.62,2.0,no
2742,PA,129.0,area_code_510,no,yes,32.0,211.0,99.0,35.87,,89.0,13.18,234.8,96,10.57,11.4,5.0,3.08,1.0,no
2743,ND,,area_code_408,no,no,0.0,189.5,99.0,32.22,176.3,117.0,14.99,225.9,112,10.17,14.2,2.0,3.83,1.0,no
2744,OH,75.0,area_code_510,no,yes,27.0,117.5,102.0,19.98,206.8,127.0,17.58,194.4,114,8.75,4.2,7.0,1.13,3.0,no
2745,MD,106.0,area_code_510,no,no,0.0,213.9,95.0,36.36,151.9,70.0,12.91,260.1,124,11.7,12.2,5.0,3.29,3.0,no
2746,WY,90.0,area_code_415,no,no,0.0,246.4,83.0,41.89,160.3,88.0,13.63,170.9,99,7.69,7.6,7.0,2.05,1.0,no
2747,SD,168.0,area_code_415,no,yes,22.0,175.9,70.0,29.9,211.7,105.0,17.99,174.5,81,7.85,7.3,5.0,1.97,2.0,no
2748,WI,94.0,area_code_510,no,no,0.0,177.1,112.0,30.11,194.0,112.0,16.49,146.7,108,6.6,5.9,4.0,1.59,1.0,no
2749,MT,80.0,area_code_415,no,no,0.0,198.1,160.0,33.68,156.7,87.0,13.32,182.1,76,8.19,9.3,3.0,2.51,3.0,no
2750,MI,61.0,area_code_415,no,no,0.0,188.9,105.0,32.11,153.6,116.0,13.06,213.3,106,9.6,10.2,2.0,2.75,2.0,no
2751,OK,87.0,area_code_415,no,no,0.0,205.2,106.0,34.88,99.5,122.0,8.46,189.5,75,8.53,13.4,3.0,3.62,1.0,no
2752,DE,54.0,area_code_415,yes,no,0.0,214.1,77.0,36.4,240.5,94.0,20.44,188.9,75,8.5,10.1,3.0,2.73,1.0,no
2753,WV,129.0,area_code_415,no,no,0.0,159.1,100.0,27.05,202.5,90.0,17.21,233.1,96,10.49,11.5,6.0,3.11,2.0,no
2754,WV,161.0,area_code_415,no,no,-6.0,191.9,113.0,32.62,70.9,87.0,6.03,204.8,107,9.22,13.4,4.0,3.62,4.0,yes
2755,NE,85.0,area_code_415,no,no,0.0,259.8,85.0,44.17,242.3,117.0,20.6,168.8,72,7.6,5.4,1.0,1.46,0.0,no
2756,NH,114.0,area_code_415,no,no,0.0,169.6,85.0,28.83,58.9,86.0,5.01,179.3,124,8.07,7.4,8.0,2.0,1.0,no
2757,NM,56.0,area_code_408,no,no,0.0,2101.1,110.0,33.49,1154.8,102.0,18.94,225.3,91,10.14,10.6,6.0,2.86,2.0,no
2758,ME,31.0,area_code_415,no,no,0.0,166.1,105.0,28.24,79.3,93.0,6.74,213.7,98,9.62,12.7,2.0,3.43,1.0,no
2759,WY,33.0,area_code_415,no,no,0.0,213.9,88.0,36.36,239.8,119.0,20.38,148.7,71,6.69,9.8,14.0,2.65,2.0,no
2760,CT,124.0,area_code_415,no,no,0.0,131.8,82.0,22.41,284.3,119.0,24.17,305.5,101,13.75,11.3,2.0,3.05,1.0,no
2761,WY,97.0,area_code_415,no,yes,24.0,133.2,135.0,22.64,217.2,58.0,18.46,70.6,79,3.18,11.0,3.0,2.97,1.0,no
2762,AK,,area_code_408,no,yes,29.0,150.0,91.0,25.5,159.4,75.0,13.55,228.1,55,10.26,8.5,3.0,2.3,1.0,no
2763,WI,,area_code_415,no,yes,37.0,205.0,94.0,34.85,165.4,103.0,14.06,185.0,81,8.32,11.7,8.0,3.16,1.0,no
2764,KS,67.0,area_code_510,no,no,0.0,129.0,78.0,21.93,188.0,116.0,15.98,235.0,102,10.58,11.2,3.0,3.02,2.0,no
2765,NV,105.0,area_code_415,yes,no,0.0,228.4,100.0,38.83,145.1,108.0,12.33,245.3,140,11.04,7.7,7.0,2.08,0.0,no
2766,WY,148.0,area_code_408,no,no,-10.0,243.0,115.0,41.31,191.8,91.0,16.3,117.8,93,5.3,13.4,5.0,3.62,2.0,no
2767,MN,84.0,area_code_415,no,no,0.0,216.1,114.0,36.74,197.5,107.0,16.79,217.8,104,9.8,9.8,3.0,2.65,1.0,no
2768,MI,91.0,area_code_415,no,no,0.0,154.4,165.0,26.25,168.3,121.0,14.31,239.9,81,10.8,11.7,4.0,3.16,5.0,yes
2769,FL,144.0,area_code_510,no,no,0.0,278.5,95.0,47.35,240.7,90.0,20.46,120.0,90,5.4,11.6,5.0,3.13,1.0,yes
2770,AL,82.0,area_code_408,no,no,0.0,154.0,107.0,26.18,94.4,114.0,8.02,287.6,95,12.94,10.1,7.0,2.73,1.0,no
2771,FL,106.0,area_code_415,no,yes,-10.0,197.4,125.0,33.56,123.4,110.0,10.49,115.6,101,5.2,12.3,4.0,3.32,3.0,no
2772,CO,92.0,area_code_415,no,no,-10.0,184.7,60.0,31.4,262.0,73.0,22.27,239.5,120,10.78,12.3,6.0,3.32,2.0,yes
2773,HI,87.0,area_code_408,no,yes,28.0,151.4,95.0,25.74,152.4,97.0,12.95,250.1,109,11.25,0.0,0.0,0.0,1.0,no
2774,NM,141.0,area_code_415,no,no,0.0,160.1,87.0,27.22,256.7,120.0,21.82,270.0,107,12.15,7.0,1.0,1.89,2.0,no
2775,ME,193.0,area_code_415,no,yes,31.0,71.2,58.0,12.1,124.7,105.0,10.6,155.5,108,7.0,11.7,,3.16,0.0,no
2776,MN,75.0,area_code_415,no,no,0.0,143.2,92.0,24.34,209.1,142.0,17.77,173.0,96,7.79,11.9,9.0,3.21,1.0,no
2777,LA,133.0,area_code_415,no,no,0.0,216.2,67.0,36.75,222.2,133.0,18.89,192.0,95,8.64,3.1,1.0,0.84,2.0,no
2778,MT,119.0,area_code_510,no,no,0.0,134.9,70.0,22.93,211.5,74.0,17.98,188.5,105,8.48,11.3,6.0,3.05,1.0,no
2779,NE,94.0,area_code_415,no,no,0.0,252.6,104.0,42.94,169.0,125.0,14.37,170.9,106,7.69,11.1,7.0,3.0,2.0,no
2780,DE,114.0,area_code_415,no,yes,31.0,222.8,98.0,37.88,180.5,105.0,15.34,151.3,101,6.81,13.0,4.0,3.51,0.0,no
2781,OR,112.0,area_code_510,no,no,0.0,206.2,122.0,35.05,164.5,94.0,13.98,140.3,101,6.31,12.6,7.0,3.4,3.0,no
2782,NM,155.0,area_code_415,no,no,0.0,190.3,123.0,32.35,301.3,96.0,25.61,214.6,134,9.66,8.0,3.0,2.16,1.0,no
2783,RI,,area_code_415,no,yes,,,,,,,,,79,,,,,,no
2784,UT,,area_code_408,yes,no,,,,,,,,,105,,,,,,no
2785,OR,161.0,area_code_415,no,no,0.0,2020.6,70.0,17.92,1146.8,122.0,18.26,223.6,126,10.06,7.8,5.0,2.11,0.0,no
2786,VT,,area_code_510,no,no,0.0,190.7,114.0,32.42,218.2,111.0,18.55,129.6,121,5.83,8.1,3.0,2.19,3.0,no
2787,SC,108.0,area_code_415,no,no,0.0,112.0,105.0,19.04,193.7,110.0,16.46,208.9,93,9.4,4.1,,1.11,4.0,yes
2788,OR,190.0,area_code_415,no,no,0.0,142.9,96.0,24.29,177.9,96.0,15.12,113.3,117,5.1,6.6,4.0,1.78,0.0,no
2789,MN,,area_code_510,yes,no,,,,,,,,,89,,,,,,no
2790,NJ,-42.0,area_code_408,yes,no,0.0,180.7,127.0,30.72,174.6,94.0,14.84,165.3,114,7.44,12.0,6.0,3.24,2.0,no
2791,OR,38.0,area_code_415,no,no,0.0,194.4,94.0,33.05,186.7,95.0,15.87,223.3,90,10.05,10.8,5.0,2.92,3.0,no
2792,MS,155.0,area_code_408,no,no,0.0,2024.4,93.0,27.71,1135.9,102.0,17.33,159.0,109,7.15,15.1,4.0,4.08,2.0,no
2793,RI,112.0,area_code_510,no,no,-7.0,194.4,101.0,33.05,190.3,82.0,16.18,183.4,107,8.25,11.4,2.0,3.08,0.0,no
2794,CT,,area_code_415,no,yes,37.0,172.7,93.0,29.36,120.1,116.0,10.21,216.1,86,9.72,10.3,5.0,2.78,5.0,yes
2795,MD,88.0,area_code_415,yes,no,0.0,235.1,98.0,39.97,251.8,79.0,21.4,285.9,76,12.87,7.2,2.0,1.94,4.0,yes
2796,TX,73.0,area_code_408,no,no,0.0,286.4,109.0,48.69,178.2,67.0,15.15,214.2,152,9.64,10.7,14.0,2.89,1.0,yes
2797,OK,149.0,area_code_510,no,yes,43.0,206.7,79.0,35.14,174.6,122.0,14.84,241.5,80,10.87,10.9,3.0,2.94,1.0,no
2798,AL,8.0,area_code_415,no,yes,36.0,242.9,67.0,41.29,170.9,59.0,14.53,177.3,130,7.98,4.8,12.0,1.3,1.0,no
2799,MD,166.0,area_code_415,no,no,0.0,1977.9,116.0,23.14,1113.4,93.0,15.42,131.4,108,5.91,11.3,4.0,3.05,0.0,no
2800,MA,73.0,area_code_408,no,no,0.0,94.1,136.0,16.0,280.3,122.0,23.83,205.0,77,9.23,9.8,4.0,2.65,0.0,no
2801,MT,125.0,area_code_510,no,no,0.0,2103.9,80.0,24.34,1020.1,94.0,7.49,233.2,135,10.49,8.8,7.0,2.38,4.0,yes
2802,MN,92.0,area_code_510,no,no,0.0,212.4,105.0,36.11,224.6,118.0,19.09,221.3,105,9.96,9.0,4.0,2.43,1.0,no
2803,VA,102.0,area_code_408,no,no,0.0,156.5,67.0,26.61,204.3,103.0,17.37,141.9,72,6.39,9.9,2.0,2.67,2.0,no
2804,TN,127.0,area_code_408,no,yes,22.0,166.0,114.0,28.22,174.5,103.0,14.83,244.9,68,11.02,10.2,6.0,2.75,1.0,no
2805,OR,72.0,area_code_510,no,no,0.0,141.3,133.0,24.02,134.9,96.0,11.47,227.5,97,10.24,11.2,3.0,3.02,2.0,no
2806,KS,131.0,area_code_415,no,yes,-6.0,249.6,87.0,42.43,227.2,138.0,19.31,239.9,92,10.8,7.6,3.0,2.05,3.0,no
2807,ND,79.0,area_code_408,no,no,0.0,205.7,123.0,34.97,214.5,108.0,18.23,226.1,106,10.17,6.7,18.0,1.81,1.0,no
2808,VT,113.0,area_code_415,no,no,0.0,1949.7,111.0,46.26,1200.5,118.0,22.82,213.8,105,9.62,8.5,10.0,2.3,1.0,yes
2809,KS,70.0,area_code_408,no,no,0.0,232.1,122.0,39.46,292.3,112.0,24.85,201.2,112,9.05,0.0,0.0,0.0,3.0,no
2810,NV,,area_code_408,no,no,0.0,75.0,116.0,12.75,248.7,87.0,21.14,176.0,83,7.92,9.5,6.0,2.57,3.0,no
2811,AL,72.0,area_code_415,no,no,-3.0,166.5,102.0,28.31,261.0,103.0,22.19,262.7,85,11.82,13.3,5.0,3.59,0.0,no
2812,IN,,area_code_415,no,no,0.0,199.3,104.0,33.88,224.2,92.0,19.06,140.1,57,6.3,15.2,2.0,4.1,0.0,no
2813,TX,97.0,area_code_510,no,no,0.0,144.2,91.0,24.51,226.7,137.0,19.27,144.6,72,6.51,13.8,4.0,3.73,3.0,no
2814,NH,100.0,area_code_408,no,no,0.0,1992.6,125.0,37.2,1080.3,102.0,12.61,277.8,97,12.5,9.7,6.0,2.62,1.0,no
2815,NC,73.0,area_code_408,no,no,0.0,187.8,95.0,31.93,149.2,143.0,12.68,201.4,113,9.06,11.0,4.0,2.97,2.0,no
2816,HI,85.0,area_code_415,no,no,0.0,235.8,109.0,40.09,157.2,94.0,13.36,188.2,99,8.47,12.0,3.0,3.24,0.0,no
2817,ID,55.0,area_code_510,no,yes,-1.0,222.5,104.0,37.83,171.5,94.0,14.58,377.5,114,16.99,9.7,2.0,2.62,1.0,no
2818,NE,,area_code_408,no,no,,,,,,,,,106,,,,,,yes
2819,ME,174.0,area_code_415,no,no,0.0,190.3,98.0,32.35,252.7,70.0,21.48,220.6,97,9.93,7.2,9.0,1.94,2.0,no
2820,MA,46.0,area_code_408,no,no,0.0,1946.5,81.0,23.7,1155.7,113.0,19.01,173.1,77,7.79,13.6,6.0,3.67,1.0,no
2821,MI,110.0,area_code_510,no,no,0.0,18.9,92.0,3.21,258.4,81.0,21.96,109.6,74,4.93,14.8,4.0,4.0,1.0,no
2822,TN,70.0,area_code_510,no,no,0.0,126.3,99.0,21.47,141.6,106.0,12.04,255.9,96,11.52,9.6,,2.59,0.0,no
2823,IA,62.0,area_code_415,no,no,0.0,120.7,70.0,20.52,307.2,76.0,26.11,203.0,99,9.14,13.1,6.0,3.54,4.0,no
2824,AL,91.0,area_code_510,no,yes,23.0,232.4,97.0,39.51,186.0,88.0,15.81,190.5,128,8.57,12.3,3.0,3.32,3.0,no
2825,NM,65.0,area_code_415,no,no,0.0,1996.7,95.0,17.97,1073.8,100.0,12.05,180.5,105,8.12,6.6,12.0,1.78,2.0,no
2826,NC,58.0,area_code_510,no,no,0.0,112.2,95.0,19.07,209.6,108.0,17.82,260.9,78,11.74,13.9,1.0,3.75,0.0,yes
2827,MD,102.0,area_code_415,no,no,0.0,271.1,80.0,46.09,172.0,133.0,14.62,169.2,105,7.61,10.3,5.0,2.78,1.0,no
2828,WI,35.0,area_code_510,no,yes,27.0,241.7,87.0,41.09,142.0,101.0,12.07,288.9,68,13.0,9.4,4.0,2.54,1.0,no
2829,OR,155.0,area_code_408,no,yes,30.0,128.5,86.0,21.85,188.4,91.0,16.01,254.4,85,11.45,6.8,6.0,1.84,1.0,no
2830,PA,141.0,area_code_510,no,no,0.0,146.5,121.0,24.91,169.9,125.0,14.44,238.8,112,10.75,8.2,5.0,2.21,0.0,no
2831,OR,135.0,area_code_415,no,no,0.0,263.8,66.0,44.85,251.3,116.0,21.36,200.1,112,9.0,8.4,2.0,2.27,5.0,yes
2832,NH,,area_code_408,yes,yes,25.0,191.1,109.0,32.49,149.6,120.0,12.72,227.8,60,10.25,9.8,3.0,2.65,0.0,no
2833,WA,81.0,area_code_415,no,no,0.0,183.6,116.0,31.21,152.6,98.0,12.97,212.2,99,9.55,12.2,6.0,3.29,3.0,no
2834,FL,133.0,area_code_510,no,no,0.0,2167.9,85.0,34.29,1101.4,116.0,14.4,286.3,80,12.88,6.0,4.0,1.62,0.0,no
2835,NE,90.0,area_code_415,no,no,-10.0,145.5,92.0,24.74,217.7,114.0,18.5,146.9,123,6.61,10.9,2.0,2.94,3.0,no
2836,NC,101.0,area_code_415,no,no,0.0,232.7,114.0,39.56,186.4,123.0,15.84,153.3,122,6.9,11.5,6.0,3.11,5.0,no
2837,IL,86.0,area_code_510,no,yes,16.0,144.8,105.0,24.62,206.2,111.0,17.53,255.4,117,11.49,11.6,2.0,3.13,4.0,no
2838,TN,68.0,area_code_415,no,no,0.0,2075.1,99.0,37.88,1107.8,85.0,14.94,202.0,111,9.09,11.0,3.0,2.97,3.0,no
2839,ME,25.0,area_code_510,no,no,0.0,242.6,69.0,41.24,209.0,117.0,17.77,219.7,82,9.89,14.4,6.0,3.89,2.0,no
2840,OR,51.0,area_code_510,no,no,0.0,51.8,107.0,8.81,,104.0,19.57,227.5,118,10.24,10.4,4.0,2.81,2.0,no
2841,WI,165.0,area_code_408,no,no,0.0,156.0,88.0,26.52,276.1,81.0,23.47,175.9,94,7.92,9.3,5.0,2.51,1.0,no
2842,ID,83.0,area_code_415,yes,yes,32.0,94.7,111.0,16.1,154.4,98.0,13.12,200.4,109,9.02,10.6,6.0,2.86,2.0,no
2843,NY,11.0,area_code_415,no,no,0.0,143.4,130.0,24.38,289.4,50.0,24.6,194.0,100,8.73,9.7,6.0,2.62,2.0,no
2844,AZ,124.0,area_code_415,no,no,0.0,253.5,104.0,43.1,117.9,123.0,10.02,248.5,104,11.18,14.0,2.0,3.78,0.0,no
2845,IN,141.0,area_code_415,no,yes,-10.0,116.9,127.0,19.87,276.5,88.0,23.5,289.9,125,13.05,12.3,2.0,3.32,0.0,no
